Text,Label,is_alpha,is_numeric,capital_initial,unigram,bigram,trigram,text_length,contain_period,contain_percent,contain_hyphen,contain_word_percent
Jeff Bezos,CEO,1,0,1,0,1,0,10,0,0,0,0
Neil Black,CEO,1,0,1,0,1,0,10,0,0,0,0
Lloyd Blankfein,CEO,1,0,1,0,1,0,15,0,0,0,0
Carson Block,CEO,1,0,1,0,1,0,12,0,0,0,0
Michael Boardman,CEO,1,0,1,0,1,0,16,0,0,0,0
Warren Buffet,CEO,1,0,1,0,1,0,13,0,0,0,0
Philippe Chevalier,CEO,1,0,1,0,1,0,18,0,0,0,0
Tim Clark,CEO,1,0,1,0,1,0,9,0,0,0,0
Steve Cohen,CEO,1,0,1,0,1,0,11,0,0,0,0
Sean Combs,CEO,1,0,1,0,1,0,10,0,0,0,0
Tim Cook,CEO,1,0,1,0,1,0,8,0,0,0,0
Michael Corbat,CEO,1,0,1,0,1,0,14,0,0,0,0
Dick Costolo,CEO,1,0,1,0,1,0,12,0,0,0,0
Dennis Crowley,CEO,1,0,1,0,1,0,14,0,0,0,0
Louis D'Ambrosio,CEO,1,0,1,0,1,0,16,0,0,0,0
Michael Dell,CEO,1,0,1,0,1,0,12,0,0,0,0
Dave Dewalt,CEO,1,0,1,0,1,0,11,0,0,0,0
Jamie Dimon,CEO,1,0,1,0,1,0,11,0,0,0,0
Jack Dorsey,CEO,1,0,1,0,1,0,11,0,0,0,0
Brady Dougan,CEO,1,0,1,0,1,0,12,0,0,0,0
Larry Downing,CEO,1,0,1,0,1,0,13,0,0,0,0
Mohamed El-Erian,CEO,1,0,1,0,1,0,16,0,0,1,0
Larry Ellison,CEO,1,0,1,0,1,0,13,0,0,0,0
Steve Ells,CEO,1,0,1,0,1,0,10,0,0,0,0
Guy Faure,CEO,1,0,1,0,1,0,9,0,0,0,0
Larry Fink,CEO,1,0,1,0,1,0,10,0,0,0,0
Carly Fiorina,CEO,1,0,1,0,1,0,13,0,0,0,0
Juergen Fitschen,CEO,1,0,1,0,1,0,16,0,0,0,0
Pete Flint,CEO,1,0,1,0,1,0,10,0,0,0,0
Lewis Frankfort,CEO,1,0,1,0,1,0,15,0,0,0,0
John Fredriksen,CEO,1,0,1,0,1,0,15,0,0,0,0
Dick Fuld,CEO,1,0,1,0,1,0,9,0,0,0,0
Richard Fuld,CEO,1,0,1,0,1,0,12,0,0,0,0
Jason Goldberg,CEO,1,0,1,0,1,0,14,0,0,0,0
John Goodman,CEO,1,0,1,0,1,0,12,0,0,0,0
James Gorman,CEO,1,0,1,0,1,0,12,0,0,0,0
Hank Greenberg,CEO,1,0,1,0,1,0,14,0,0,0,0
Robert Greifeld,CEO,1,0,1,0,1,0,15,0,0,0,0
Bill Gross,CEO,1,0,1,0,1,0,10,0,0,0,0
Andy Grove,CEO,1,0,1,0,1,0,10,0,0,0,0
Jeffrey Gundlach,CEO,1,0,1,0,1,0,16,0,0,0,0
John Gutfreund,CEO,1,0,1,0,1,0,14,0,0,0,0
Richard Handler,CEO,1,0,1,0,1,0,15,0,0,0,0
Reed Hastings,CEO,1,0,1,0,1,0,13,0,0,0,0
Thorsten Heins,CEO,1,0,1,0,1,0,14,0,0,0,0
Stephen Hester,CEO,1,0,1,0,1,0,14,0,0,0,0
Eric Hunsader,CEO,1,0,1,0,1,0,13,0,0,0,0
Anshu Jain,CEO,1,0,1,0,1,0,10,0,0,0,0
Steve Jobs,CEO,1,0,1,0,1,0,10,0,0,0,0
Greg Johnson,CEO,1,0,1,0,1,0,12,0,0,0,0
Ron Johnson,CEO,1,0,1,0,1,0,11,0,0,0,0
Hubert Joly,CEO,1,0,1,0,1,0,11,0,0,0,0
Scott Kapnick,CEO,1,0,1,0,1,0,13,0,0,0,0
Omar Khan,CEO,1,0,1,0,1,0,9,0,0,0,0
Makoto Kikuchi,CEO,1,0,1,0,1,0,14,0,0,0,0
David Komansky,CEO,1,0,1,0,1,0,14,0,0,0,0
Mitchell Krebs,CEO,1,0,1,0,1,0,14,0,0,0,0
Wayne LaPierre,CEO,1,0,1,0,1,0,14,0,0,0,0
Dan Loeb,CEO,1,0,1,0,1,0,8,0,0,0,0
Mike Lynch,CEO,1,0,1,0,1,0,10,0,0,0,0
John Mack,CEO,1,0,1,0,1,0,9,0,0,0,0
Legg Mason,CEO,1,0,1,0,1,0,10,0,0,0,0
Marissa Mayer,CEO,1,0,1,0,1,0,13,0,0,0,0
Ross McEwan,CEO,1,0,1,0,1,0,11,0,0,0,0
Jim McNerney,CEO,1,0,1,0,1,0,12,0,0,0,0
Gene McQuade,CEO,1,0,1,0,1,0,12,0,0,0,0
Monty Moran,CEO,1,0,1,0,1,0,11,0,0,0,0
Jerry Moyes,CEO,1,0,1,0,1,0,11,0,0,0,0
Glenn Murphy,CEO,1,0,1,0,1,0,12,0,0,0,0
Elon Musk,CEO,1,0,1,0,1,0,9,0,0,0,0
Ben Nelson,CEO,1,0,1,0,1,0,10,0,0,0,0
Paul Otellini,CEO,1,0,1,0,1,0,13,0,0,0,0
Larry Page,CEO,1,0,1,0,1,0,10,0,0,0,0
Tony Posawatz,CEO,1,0,1,0,1,0,13,0,0,0,0
Joe Ratterman,CEO,1,0,1,0,1,0,13,0,0,0,0
Ginny Rometty,CEO,1,0,1,0,1,0,13,0,0,0,0
Matt Rose,CEO,1,0,1,0,1,0,9,0,0,0,0
Wilbur Ross,CEO,1,0,1,0,1,0,11,0,0,0,0
Eric Schatzker,CEO,1,0,1,0,1,0,14,0,0,0,0
Peter Schiff,CEO,1,0,1,0,1,0,12,0,0,0,0
Howard Schultz,CEO,1,0,1,0,1,0,14,0,0,0,0
Steve Schwarzman,CEO,1,0,1,0,1,0,16,0,0,0,0
Bill Simon,CEO,1,0,1,0,1,0,10,0,0,0,0
Paul Singer,CEO,1,0,1,0,1,0,11,0,0,0,0
Barry Sommers,CEO,1,0,1,0,1,0,13,0,0,0,0
Masayoshi Son,CEO,1,0,1,0,1,0,13,0,0,0,0
Kirk Sorensen,CEO,1,0,1,0,1,0,13,0,0,0,0
Brian Sozzi,CEO,1,0,1,0,1,0,11,0,0,0,0
Don Thompson,CEO,1,0,1,0,1,0,12,0,0,0,0
Evan Williams,CEO,1,0,1,0,1,0,13,0,0,0,0
Jaime Dimon,CEO,1,0,1,0,1,0,11,0,0,0,0
Lloyd Blankfein,CEO,1,0,1,0,1,0,15,0,0,0,0
Jeff Bezos,CEO,1,0,1,0,1,0,10,0,0,0,0
Satya Nadella,CEO,1,0,1,0,1,0,13,0,0,0,0
Jeremy Stoppelmann,CEO,1,0,1,0,1,0,18,0,0,0,0
Dov Charney,CEO,1,0,1,0,1,0,11,0,0,0,0
Gregg Steinhafel,CEO,1,0,1,0,1,0,16,0,0,0,0
Ginni Rometty,CEO,1,0,1,0,1,0,13,0,0,0,0
Karen Barr,CEO,1,0,1,0,1,0,10,0,0,0,0
Tim Cook,CEO,1,0,1,0,1,0,8,0,0,0,0
Michael Weil,CEO,1,0,1,0,1,0,12,0,0,0,0
Greg Foran,CEO,1,0,1,0,1,0,10,0,0,0,0
Lei Jun,CEO,1,0,1,0,1,0,7,0,0,0,0
Don Thompson,CEO,1,0,1,0,1,0,12,0,0,0,0
Tom Werner,CEO,1,0,1,0,1,0,10,0,0,0,0
Elon Musk,CEO,1,0,1,0,1,0,9,0,0,0,0
Alan Joyce,CEO,1,0,1,0,1,0,10,0,0,0,0
Paula Schneider,CEO,1,0,1,0,1,0,15,0,0,0,0
David Zier,CEO,1,0,1,0,1,0,10,0,0,0,0
Carlos Rodriguez,CEO,1,0,1,0,1,0,16,0,0,0,0
Marissa Mayer,CEO,1,0,1,0,1,0,13,0,0,0,0
Meg Whitman,CEO,1,0,1,0,1,0,11,0,0,0,0
Scott Thomson,CEO,1,0,1,0,1,0,13,0,0,0,0
Borje Ekholm,CEO,1,0,1,0,1,0,12,0,0,0,0
Howard Schultz,CEO,1,0,1,0,1,0,14,0,0,0,0
Maria das Gracas,CEO,1,0,1,0,0,1,16,0,0,0,0
Brent Saunders,CEO,1,0,1,0,1,0,14,0,0,0,0
Martin Craighead,CEO,1,0,1,0,1,0,16,0,0,0,0
Nick Woodman,CEO,1,0,1,0,1,0,12,0,0,0,0
Jim Hughes,CEO,1,0,1,0,1,0,10,0,0,0,0
Riccardo Zacconi,CEO,1,0,1,0,1,0,16,0,0,0,0
Bill Stiritz,CEO,1,0,1,0,1,0,12,0,0,0,0
Richard Handler,CEO,1,0,1,0,1,0,15,0,0,0,0
Michael Johnson,CEO,1,0,1,0,1,0,15,0,0,0,0
Bryan Stockton,CEO,1,0,1,0,1,0,14,0,0,0,0
Dick Costolo,CEO,1,0,1,0,1,0,12,0,0,0,0
Mary Barra,CEO,1,0,1,0,1,0,10,0,0,0,0
Reed Hastings,CEO,1,0,1,0,1,0,13,0,0,0,0
Sergio Marchionne,CEO,1,0,1,0,1,0,17,0,0,0,0
Brian Krzanich,CEO,1,0,1,0,1,0,14,0,0,0,0
Richard Hayne,CEO,1,0,1,0,1,0,13,0,0,0,0
John Stumpf,CEO,1,0,1,0,1,0,11,0,0,0,0
Bill Gates,CEO,1,0,1,0,1,0,10,0,0,0,0
Michael Brown,CEO,1,0,1,0,1,0,13,0,0,0,0
Mike Pearson,CEO,1,0,1,0,1,0,12,0,0,0,0
J.K. Shin,CEO,1,0,1,0,1,0,9,1,0,0,0
Dustin Moskovitz,CEO,1,0,1,0,1,0,16,0,0,0,0
Doug Hodge,CEO,1,0,1,0,1,0,10,0,0,0,0
John Bryant,CEO,1,0,1,0,1,0,11,0,0,0,0
Brian Moynihan,CEO,1,0,1,0,1,0,14,0,0,0,0
Antonio Horta,CEO,1,0,1,0,1,0,13,0,0,0,0
Mark Zuckerberg,CEO,1,0,1,0,1,0,15,0,0,0,0
Mike Sneesby,CEO,1,0,1,0,1,0,12,0,0,0,0
Mark Frissora,CEO,1,0,1,0,1,0,13,0,0,0,0
Dan Doctoroff,CEO,1,0,1,0,1,0,13,0,0,0,0
John Borghetti,CEO,1,0,1,0,1,0,14,0,0,0,0
Ray Benton,CEO,1,0,1,0,1,0,10,0,0,0,0
Bob Benmosche,CEO,1,0,1,0,1,0,13,0,0,0,0
Alan Joyce,CEO,1,0,1,0,1,0,10,0,0,0,0
Warren Buffett,CEO,1,0,1,0,1,0,14,0,0,0,0
Emmett Shear,CEO,1,0,1,0,1,0,12,0,0,0,0
Meg Whitman,CEO,1,0,1,0,1,0,11,0,0,0,0
Edward Stack,CEO,1,0,1,0,1,0,12,0,0,0,0
Thomas Johnson,CEO,1,0,1,0,1,0,14,0,0,0,0
Muhtar Kent,CEO,1,0,1,0,1,0,11,0,0,0,0
Patrick Byrne,CEO,1,0,1,0,1,0,13,0,0,0,0
Adam Nash,CEO,1,0,1,0,1,0,9,0,0,0,0
Rich Kinder,CEO,1,0,1,0,1,0,11,0,0,0,0
Mark Murray,CEO,1,0,1,0,1,0,11,0,0,0,0
Keith McMullin,CEO,1,0,1,0,1,0,14,0,0,0,0
John Legere,CEO,1,0,1,0,1,0,11,0,0,0,0
Jon Stein,CEO,1,0,1,0,1,0,9,0,0,0,0
Jeff Weiner,CEO,1,0,1,0,1,0,11,0,0,0,0
David Einhorn,CEO,1,0,1,0,1,0,13,0,0,0,0
Charlie Scharf,CEO,1,0,1,0,1,0,14,0,0,0,0
Rupert Murdoch,CEO,1,0,1,0,1,0,14,0,0,0,0
John Donahoe,CEO,1,0,1,0,1,0,12,0,0,0,0
Gary Loveman,CEO,1,0,1,0,1,0,12,0,0,0,0
Larry Page,CEO,1,0,1,0,1,0,10,0,0,0,0
Fred Smith,CEO,1,0,1,0,1,0,10,0,0,0,0
Nigel Travis,CEO,1,0,1,0,1,0,12,0,0,0,0
Joe Magnacca,CEO,1,0,1,0,1,0,12,0,0,0,0
Bob Tinker,CEO,1,0,1,0,1,0,10,0,0,0,0
Michael Heyward,CEO,1,0,1,0,1,0,15,0,0,0,0
Gary Friedman,CEO,1,0,1,0,1,0,13,0,0,0,0
Steve Ballmer,CEO,1,0,1,0,1,0,13,0,0,0,0
Dave Goldberg,CEO,1,0,1,0,1,0,13,0,0,0,0
Omar Ishrak,CEO,1,0,1,0,1,0,11,0,0,0,0
Ian Read,CEO,1,0,1,0,1,0,8,0,0,0,0
John Wren,CEO,1,0,1,0,1,0,9,0,0,0,0
Mark Karpeles,CEO,1,0,1,0,1,0,13,0,0,0,0
Daniel Larimer,CEO,1,0,1,0,1,0,14,0,0,0,0
David Novak,CEO,1,0,1,0,1,0,11,0,0,0,0
Lyndon Rive,CEO,1,0,1,0,1,0,11,0,0,0,0
James Debney,CEO,1,0,1,0,1,0,12,0,0,0,0
Marc Benioff,CEO,1,0,1,0,1,0,12,0,0,0,0
Charlie Shrem,CEO,1,0,1,0,1,0,13,0,0,0,0
Andy Russell,CEO,1,0,1,0,1,0,12,0,0,0,0
Frederic Oudea,CEO,1,0,1,0,1,0,14,0,0,0,0
Paul Galant,CEO,1,0,1,0,1,0,11,0,0,0,0
Larry Fink,CEO,1,0,1,0,1,0,10,0,0,0,0
Jamie Dimon,CEO,1,0,1,0,1,0,11,0,0,0,0
Mark Parker,CEO,1,0,1,0,1,0,11,0,0,0,0
Christine Day,CEO,1,0,1,0,1,0,13,0,0,0,0
Richard Handler,CEO,1,0,1,0,1,0,15,0,0,0,0
Jeff Berwick,CEO,1,0,1,0,1,0,12,0,0,0,0
Limin Li,CEO,1,0,1,0,1,0,8,0,0,0,0
Bill Ackman,CEO,1,0,1,0,1,0,11,0,0,0,0
Alan Mulally,CEO,1,0,1,0,1,0,12,0,0,0,0
Jeff Immelt,CEO,1,0,1,0,1,0,11,0,0,0,0
Frank Bisignano,CEO,1,0,1,0,1,0,15,0,0,0,0
Cam Fine,CEO,1,0,1,0,1,0,8,0,0,0,0
Mohamed El-Erian,CEO,1,0,1,0,1,0,16,0,0,1,0
Andrew Mackenzie,CEO,1,0,1,0,1,0,16,0,0,0,0
Eric Lefkofsky,CEO,1,0,1,0,1,0,14,0,0,0,0
Ted Leonsis,CEO,1,0,1,0,1,0,11,0,0,0,0
Andrew Mason,CEO,1,0,1,0,1,0,12,0,0,0,0
Elon Musk,CEO,1,0,1,0,1,0,9,0,0,0,0
John Chambers,CEO,1,0,1,0,1,0,13,0,0,0,0
Rick Lentini,CEO,1,0,1,0,1,0,12,0,0,0,0
Doug Oberhelman,CEO,1,0,1,0,1,0,15,0,0,0,0
Jeff Bezos,CEO,1,0,1,0,1,0,10,0,0,0,0
Sam Palmisano,CEO,1,0,1,0,1,0,13,0,0,0,0
Daniel Doctoroff,CEO,1,0,1,0,1,0,16,0,0,0,0
Jeff Skilling,CEO,1,0,1,0,1,0,13,0,0,0,0
Bill Smead,CEO,1,0,1,0,1,0,10,0,0,0,0
Tim Cook,CEO,1,0,1,0,1,0,8,0,0,0,0
Lex Fenwick,CEO,1,0,1,0,1,0,11,0,0,0,0
Marissa Mayer,CEO,1,0,1,0,1,0,13,0,0,0,0
Eric Hunsader,CEO,1,0,1,0,1,0,13,0,0,0,0
Henry Kravis,CEO,1,0,1,0,1,0,12,0,0,0,0
David Miller,CEO,1,0,1,0,1,0,12,0,0,0,0
Larry Page,CEO,1,0,1,0,1,0,10,0,0,0,0
Kazuo Hirai,CEO,1,0,1,0,1,0,11,0,0,0,0
Michael Corbat,CEO,1,0,1,0,1,0,14,0,0,0,0
Sergio Ermotti,CEO,1,0,1,0,1,0,14,0,0,0,0
Christian Laub,CEO,1,0,1,0,1,0,14,0,0,0,0
David Drumm,CEO,1,0,1,0,1,0,11,0,0,0,0
Lance Roberts,CEO,1,0,1,0,1,0,13,0,0,0,0
Murray Kessler,CEO,1,0,1,0,1,0,14,0,0,0,0
Gary Guthart,CEO,1,0,1,0,1,0,12,0,0,0,0
Klaus Kleinfeld,CEO,1,0,1,0,1,0,15,0,0,0,0
John Thain,CEO,1,0,1,0,1,0,10,0,0,0,0
Dan Gilbert,CEO,1,0,1,0,1,0,11,0,0,0,0
Anand Nallathambi,CEO,1,0,1,0,1,0,17,0,0,0,0
David Sadigh,CEO,1,0,1,0,1,0,12,0,0,0,0
Roger Ferguson,CEO,1,0,1,0,1,0,14,0,0,0,0
Barry Norris,CEO,1,0,1,0,1,0,12,0,0,0,0
Ron Johnson,CEO,1,0,1,0,1,0,11,0,0,0,0
Mike Jackson,CEO,1,0,1,0,1,0,12,0,0,0,0
Steve Ells,CEO,1,0,1,0,1,0,10,0,0,0,0
Monty Moran,CEO,1,0,1,0,1,0,11,0,0,0,0
Alan Silbert,CEO,1,0,1,0,1,0,12,0,0,0,0
James Gorman,CEO,1,0,1,0,1,0,12,0,0,0,0
Frederick Smith,CEO,1,0,1,0,1,0,15,0,0,0,0
Mark Zuckerberg,CEO,1,0,1,0,1,0,15,0,0,0,0
Kevin Systrom,CEO,1,0,1,0,1,0,13,0,0,0,0
David Goldberg,CEO,1,0,1,0,1,0,14,0,0,0,0
Steve Ketchum,CEO,1,0,1,0,1,0,13,0,0,0,0
Yasuchika Hasegawa,CEO,1,0,1,0,1,0,18,0,0,0,0
Jim McNerney,CEO,1,0,1,0,1,0,12,0,0,0,0
Steve Wynn,CEO,1,0,1,0,1,0,10,0,0,0,0
Angela Ahrendts,CEO,1,0,1,0,1,0,15,0,0,0,0
Michael Dell,CEO,1,0,1,0,1,0,12,0,0,0,0
Dave DeWalt,CEO,1,0,1,0,1,0,11,0,0,0,0
David Noble,CEO,1,0,1,0,1,0,11,0,0,0,0
Kosta Kartsotis,CEO,1,0,1,0,1,0,15,0,0,0,0
Scott Davis,CEO,1,0,1,0,1,0,11,0,0,0,0
Howard Shultz,CEO,1,0,1,0,1,0,13,0,0,0,0
Brian Sozzi,CEO,1,0,1,0,1,0,11,0,0,0,0
Roberto Setubal,CEO,1,0,1,0,1,0,15,0,0,0,0
Prem Watsa,CEO,1,0,1,0,1,0,10,0,0,0,0
Jason Cheng,CEO,1,0,1,0,1,0,11,0,0,0,0
Frank Holmes,CEO,1,0,1,0,1,0,12,0,0,0,0
Terry Lundgren,CEO,1,0,1,0,1,0,14,0,0,0,0
Michael Jeffries,CEO,1,0,1,0,1,0,16,0,0,0,0
Wendy Liebmann,CEO,1,0,1,0,1,0,14,0,0,0,0
Jim Chanos,CEO,1,0,1,0,1,0,10,0,0,0,0
Steve Schwarzman,CEO,1,0,1,0,1,0,16,0,0,0,0
Stuart Miller,CEO,1,0,1,0,1,0,13,0,0,0,0
Larry Ellison,CEO,1,0,1,0,1,0,13,0,0,0,0
Steve Ballmer,CEO,1,0,1,0,1,0,13,0,0,0,0
Thorsten Heins,CEO,1,0,1,0,1,0,14,0,0,0,0
Robert Benmosche,CEO,1,0,1,0,1,0,16,0,0,0,0
John Stumpf,CEO,1,0,1,0,1,0,11,0,0,0,0
John Challenger,CEO,1,0,1,0,1,0,15,0,0,0,0
Brian Krzanich,CEO,1,0,1,0,1,0,14,0,0,0,0
Tony Fadell,CEO,1,0,1,0,1,0,11,0,0,0,0
Bill Simon,CEO,1,0,1,0,1,0,10,0,0,0,0
Scott Kapnick,CEO,1,0,1,0,1,0,13,0,0,0,0
Lewis Frankfort,CEO,1,0,1,0,1,0,15,0,0,0,0
Carson Block,CEO,1,0,1,0,1,0,12,0,0,0,0
Travis Kalanick,CEO,1,0,1,0,1,0,15,0,0,0,0
John Rourke,CEO,1,0,1,0,1,0,11,0,0,0,0
Avishai Abrahami,CEO,1,0,1,0,1,0,16,0,0,0,0
Matt Maloney,CEO,1,0,1,0,1,0,12,0,0,0,0
Jonathan Zabusky,CEO,1,0,1,0,1,0,16,0,0,0,0
Sheldon Adelson,CEO,1,0,1,0,1,0,15,0,0,0,0
Ron Johnson,CEO,1,0,1,0,1,0,11,0,0,0,0
Nick Woodman,CEO,1,0,1,0,1,0,12,0,0,0,0
Fred Smith,CEO,1,0,1,0,1,0,10,0,0,0,0
Eric Major,CEO,1,0,1,0,1,0,10,0,0,0,0
Mike Duke,CEO,1,0,1,0,1,0,9,0,0,0,0
Chaly Mah,CEO,1,0,1,0,1,0,9,0,0,0,0
Mark Zuckerberg,CEO,1,0,1,0,1,0,15,0,0,0,0
Phupinder Gill,CEO,1,0,1,0,1,0,14,0,0,0,0
Elon Musk,CEO,1,0,1,0,1,0,9,0,0,0,0
Warren Buffett,CEO,1,0,1,0,1,0,14,0,0,0,0
Glen F. Post,CEO,1,0,1,0,0,1,12,1,0,0,0
James P. Gorman,CEO,1,0,1,0,0,1,15,1,0,0,0
Larry Page,CEO,1,0,1,0,1,0,10,0,0,0,0
Anthony Jenkins,CEO,1,0,1,0,1,0,15,0,0,0,0
Stephen A. Schwarzman,CEO,1,0,1,0,0,1,21,1,0,0,0
Lloyd Blankfein,CEO,1,0,1,0,1,0,15,0,0,0,0
Bob Iger,CEO,1,0,1,0,1,0,8,0,0,0,0
Michael Bloomberg,CEO,1,0,1,0,1,0,17,0,0,0,0
Steve Ballmer,CEO,1,0,1,0,1,0,13,0,0,0,0
Douglas M. Hodge,CEO,1,0,1,0,0,1,16,1,0,0,0
Stuart Gulliver,CEO,1,0,1,0,1,0,15,0,0,0,0
Walter W. Bettinger,CEO,1,0,1,0,0,1,19,1,0,0,0
Dick Costolo,CEO,1,0,1,0,1,0,12,0,0,0,0
John Thain,CEO,1,0,1,0,1,0,10,0,0,0,0
Meredith Whitney,CEO,1,0,1,0,1,0,16,0,0,0,0
Donald Thompson,CEO,1,0,1,0,1,0,15,0,0,0,0
Alan G. Lafley,CEO,1,0,1,0,0,1,14,1,0,0,0
Howard Schultz,CEO,1,0,1,0,1,0,14,0,0,0,0
David Einhorn,CEO,1,0,1,0,1,0,13,0,0,0,0
Daniel S. Loeb,CEO,1,0,1,0,0,1,14,1,0,0,0
Noam Bardin,CEO,1,0,1,0,1,0,11,0,0,0,0
Jean-Laurent Bonnafe,CEO,1,0,1,0,1,0,20,0,0,1,0
Tim Cook,CEO,1,0,1,0,1,0,8,0,0,0,0
Mary T. Barra,CEO,1,0,1,0,0,1,13,1,0,0,0
Mark Fields,CEO,1,0,1,0,1,0,11,0,0,0,0
Rupert Stadler,CEO,1,0,1,0,1,0,14,0,0,0,0
Akio Toyoda,CEO,1,0,1,0,1,0,11,0,0,0,0
Cole Wilcox,CEO,1,0,1,0,1,0,11,0,0,0,0
Jeff Bezos,CEO,1,0,1,0,1,0,10,0,0,0,0
Ron Johnson,CEO,1,0,1,0,1,0,11,0,0,0,0
Sergio Ermotti,CEO,1,0,1,0,1,0,14,0,0,0,0
Wesley G. Bush,CEO,1,0,1,0,0,1,14,1,0,0,0
Michael S. Dell,CEO,1,0,1,0,0,1,15,1,0,0,0
Norbert Reithofer,CEO,1,0,1,0,1,0,17,0,0,0,0
Steve Cannon,CEO,1,0,1,0,1,0,12,0,0,0,0
Donald H. Layton,CEO,1,0,1,0,0,1,16,1,0,0,0
Timothy J. Mayopoulos,CEO,1,0,1,0,0,1,21,1,0,0,0
Eric Lefkofsky,CEO,1,0,1,0,1,0,14,0,0,0,0
John T. Chambers,CEO,1,0,1,0,0,1,16,1,0,0,0
Ben van Beurden,CEO,1,0,1,0,0,1,15,0,0,0,0
Eldar Saetre,CEO,1,0,1,0,1,0,12,0,0,0,0
Juergen Fitschen,CEO,1,0,1,0,1,0,16,0,0,0,0
Rex W. Tillerson,CEO,1,0,1,0,0,1,16,1,0,0,0
Michael Corbat,CEO,1,0,1,0,1,0,14,0,0,0,0
Brian P. McAndrews,CEO,1,0,1,0,0,1,18,1,0,0,0
Marissa Mayer,CEO,1,0,1,0,1,0,13,0,0,0,0
Mike Jeffries,CEO,1,0,1,0,1,0,13,0,0,0,0
C. Douglas Mcmillon,CEO,1,0,1,0,0,1,19,1,0,0,0
Bradley Dougan,CEO,1,0,1,0,1,0,14,0,0,0,0
Walter E Robb,CEO,1,0,1,0,0,1,13,0,0,0,0
Steven Mollenkopf,CEO,1,0,1,0,1,0,17,0,0,0,0
Jeff Weiner,CEO,1,0,1,0,1,0,11,0,0,0,0
Reed Hastings,CEO,1,0,1,0,1,0,13,0,0,0,0
Michael Johnson,CEO,1,0,1,0,1,0,15,0,0,0,0
Muhtar Kent,CEO,1,0,1,0,1,0,11,0,0,0,0
John B. Veihmeyer,CEO,1,0,1,0,0,1,17,1,0,0,0
Kerry Trainor,CEO,1,0,1,0,1,0,13,0,0,0,0
Meg Whitman,CEO,1,0,1,0,1,0,11,0,0,0,0
Susan Wojcicki,CEO,1,0,1,0,1,0,14,0,0,0,0
Steve Burke,CEO,1,0,1,0,1,0,11,0,0,0,0
Tim Zagat,CEO,1,0,1,0,1,0,9,0,0,0,0
Ginni Rometty,CEO,1,0,1,0,1,0,13,0,0,0,0
Frederic Oudea,CEO,1,0,1,0,1,0,14,0,0,0,0
Brendan Eich,CEO,1,0,1,0,1,0,12,0,0,0,0
C. Larry Pope,CEO,1,0,1,0,0,1,13,1,0,0,0
John S. Chen,CEO,1,0,1,0,0,1,12,1,0,0,0
David King,CEO,1,0,1,0,1,0,10,0,0,0,0
Dietrich Mateschitz,CEO,1,0,1,0,1,0,19,0,0,0,0
Roger Ailes,CEO,1,0,1,0,1,0,11,0,0,0,0
Carlos Ghosn,CEO,1,0,1,0,1,0,12,0,0,0,0
Larry Ellison,CEO,1,0,1,0,1,0,13,0,0,0,0
Arne Sorenson,CEO,1,0,1,0,1,0,13,0,0,0,0
Philip Palaveev,CEO,1,0,1,0,1,0,15,0,0,0,0
Richard Hayne,CEO,1,0,1,0,1,0,13,0,0,0,0
Sergio Marchionne,CEO,1,0,1,0,1,0,17,0,0,0,0
Kazuhiro Tsuga,CEO,1,0,1,0,1,0,14,0,0,0,0
Christopher J. Kearns,CEO,1,0,1,0,0,1,21,1,0,0,0
Jack Calhoun,CEO,1,0,1,0,1,0,12,0,0,0,0
Paul T. Idzik,CEO,1,0,1,0,0,1,13,1,0,0,0
Robert D. Lawler,CEO,1,0,1,0,0,1,16,1,0,0,0
Indra Nooyi,CEO,1,0,1,0,1,0,11,0,0,0,0
Spencer Rascoff,CEO,1,0,1,0,1,0,15,0,0,0,0
Leslie Moonves,CEO,1,0,1,0,1,0,14,0,0,0,0
Christine Day,CEO,1,0,1,0,1,0,13,0,0,0,0
Peter D. Hancock,CEO,1,0,1,0,0,1,16,1,0,0,0
Joseph Nacchio,CEO,1,0,1,0,1,0,14,0,0,0,0
Rupert Murdoch,CEO,1,0,1,0,1,0,14,0,0,0,0
Kazuo Hirai,CEO,1,0,1,0,1,0,11,0,0,0,0
Fred Smith,CEO,1,0,1,0,1,0,10,0,0,0,0
Sheldon Adelson,CEO,1,0,1,0,1,0,15,0,0,0,0
Mickey Arison,CEO,1,0,1,0,1,0,13,0,0,0,0
Nicholas Kisberg,CEO,1,0,1,0,1,0,16,0,0,0,0
George Zimmer,CEO,1,0,1,0,1,0,13,0,0,0,0
Lucas Duplan,CEO,1,0,1,0,1,0,12,0,0,0,0
Don Mattrick,CEO,1,0,1,0,1,0,12,0,0,0,0
Ian Snow,CEO,1,0,1,0,1,0,8,0,0,0,0
Alan Silbert,CEO,1,0,1,0,1,0,12,0,0,0,0
Lloyd Blankfein,CEO,1,0,1,0,1,0,15,0,0,0,0
Paul Bernstein,CEO,1,0,1,0,1,0,14,0,0,0,0
Jim Chanos,CEO,1,0,1,0,1,0,10,0,0,0,0
Ray Stubblebine,CEO,1,0,1,0,1,0,15,0,0,0,0
William Ruprecht,CEO,1,0,1,0,1,0,16,0,0,0,0
Angela Ahrendts,CEO,1,0,1,0,1,0,15,0,0,0,0
Ross Norman,CEO,1,0,1,0,1,0,11,0,0,0,0
Dan Loeb,CEO,1,0,1,0,1,0,8,0,0,0,0
Jessica Rinaldi,CEO,1,0,1,0,1,0,15,0,0,0,0
